normalized_comment,number_of_reviews,number_of_products,canonical_product_links
"i have light skin and i bought clare. i put this on after my regular moisturizer. i use a pea size amount and rub it on like moisturizer. it leaves my skin feeling so smooth, plumped and hydrated with no oily feeling. it gives the slightest hint of color. i love this so much because it makes my skin look so healthy. my concealer goes on extra smooth when i use this. the tiniest hint of tint just livens up my dull looking winter complexion.",2,2,"[""https://www.ulta.com/p/cc-water-with-hyaluronic-acid-pimprod2025143"", ""https://www.ulta.com/p/travel-size-cc-water-with-hyaluronic-acid-pimprod2025144""]"
i have loved this corrector for years with a passion and just reordered. this is not the same product. the bronze ribbon is darker than it used to be so it no longer matches my face. it would be fine if i had a tanâ¦but i don't. it also feels weird on my skin and leaves a residue that i had to wash my face twice to remove. this was such a perfect primer and they went and changed the formula! really disappointed and can't recommend this anymore.,2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
"i have never experienced such a perfect primer and/or setting spray. it makes my makeup look better, last longer, and stops it from smudging. plus, i've had less acne breakouts since beginning to use this.",2,2,"[""https://www.ulta.com/p/mini-mac-prep-prime-fix-primer-setting-spray-xlsImpprod15921206"", ""https://www.ulta.com/p/prep-prime-fix-primer-setting-spray-xlsImpprod15921204""]"
i have never had luck with foundations due to my very light skin tone and from pores and wrinkles. this primer is an amazing product that covers my skin looking so natural. i am so happy &amp; amazed.,2,2,"[""https://www.ulta.com/p/blurring-moisturizing-filter-primer-pimprod2024916"", ""https://www.ulta.com/p/supersize-blurring-moisturizing-filter-primer-pimprod2024917""]"
"i have never tried the brand smashbox and was super excited to try this photo finish resurface smooth + renew primer by them. thank you so much to @influenster and @smashbox for the opportunity to try it out and it definitely gained ya'll a new customer. i absolutley fell in love with this product. the liquid is a creamy white color, not too thick or too thin. when you put it on your face....... it's like it turns into silk. it honestly feels like you are rubbing a thin piece of silk across your face, feels soooooo good. it doesn't make your face oily or dry it out and it honestly does make your face seem much more seedless covering up pores. i love it, i use it before putting on my makeup and just it at nighttime after moisturizing and have been very happy with it.",2,2,"[""https://www.ulta.com/p/photo-finish-resurface-primer-with-glycolic-acid-pimprod2044509"", ""https://www.ulta.com/p/travel-size-photo-finish-resurface-primer-with-glycolic-acid-pimprod2044511""]"
"i have never used this product or left a review, but this powder is witchcraft! most amazing powder i've ever used, i didnt wear it long enough for a wear test. but i highly recommend, will repurchase after i'm done with this.",3,3,"[""https://www.ulta.com/p/illuminating-mineral-veil-setting-powder-prod2138919"", ""https://www.ulta.com/p/mineral-veil-setting-powder-VP11355"", ""https://www.ulta.com/p/tinted-mineral-veil-setting-powder-prod110002""]"
"i have no complaints, it does what the packaging says it does!",3,3,"[""https://www.ulta.com/p/facestudio-master-prime-blur-pore-minimize-primer-xlsImpprod18351169"", ""https://www.ulta.com/p/facestudio-master-prime-blur-redness-control-primer-xlsImpprod11861005"", ""https://www.ulta.com/p/facestudio-master-prime-blur-smooth-primer-xlsImpprod11861001""]"
i have no idea if this works as a setting spray because i couldn't get past the heavy floral scent. if you are sensitive to floral fragrance you will want to avoid this product.,2,2,"[""https://www.ulta.com/p/continuous-setting-mist-xlsImpprod18351117"", ""https://www.ulta.com/p/mini-continuous-setting-mist-pimprod2017654""]"
"i have normal/combo skin and this didn't set down my makeup very well. i went somewhere for only 2 hours and upon coming home, i saw my oils coming through and was disappointed that this spray didn't do its job. the scent is also somewhat strong, it's floral-y and i definitely have to hold my breath while spraying this.",2,2,"[""https://www.ulta.com/p/continuous-setting-mist-xlsImpprod18351117"", ""https://www.ulta.com/p/mini-continuous-setting-mist-pimprod2017654""]"
i have not used smachbox in a while. it sat in my finelines....the smashbox resurface was a game changer. it makes my skin look amazing and does not enhance any of my flaws. it really looks good under my foundation. i do believe i found my go-to.,2,2,"[""https://www.ulta.com/p/photo-finish-resurface-primer-with-glycolic-acid-pimprod2044509"", ""https://www.ulta.com/p/travel-size-photo-finish-resurface-primer-with-glycolic-acid-pimprod2044511""]"
"i have oily skin , and i used this powder and its amazing!!! it gives a blurred effect and i live in texas , so its very hot and i need something sweatproof! this does just that , i totally recommend it to my oily skin girls!!",4,4,"[""https://www.ulta.com/p/bake-set-soft-focus-setting-powder-pimprod2009225"", ""https://www.ulta.com/p/jumbo-bake-set-soft-focus-setting-powder-pimprod2043957"", ""https://www.ulta.com/p/mini-bake-set-soft-focus-setting-powder-pimprod2043959"", ""https://www.ulta.com/p/totally-set-mini-brighten-set-powder-duo-pimprod2043963""]"
i have oily skin and i recently purchased this and went out for school using the primer for the first time. my makeup came out so bad! my skin was all dry and flaky even though i have oily skin? i dont know if its maybe because i didnt use enough but the primer felt so drying even though i use sunscreen and prep my skin when i put on makeup.,3,3,"[""https://www.ulta.com/p/facestudio-master-prime-blur-pore-minimize-primer-xlsImpprod18351169"", ""https://www.ulta.com/p/facestudio-master-prime-blur-redness-control-primer-xlsImpprod11861005"", ""https://www.ulta.com/p/facestudio-master-prime-blur-smooth-primer-xlsImpprod11861001""]"
i have oily skin and i wear a generous amount of sunscreen every day which makes my skin even oilier. this product did not work well with thatâ¦ gorgeous color but it didn't last / blended away with my oil slick. rare beauty blush pops so good on my skin with or with out my oil slick maddness. i'll just stick to rare beauty.,2,2,"[""https://www.ulta.com/p/megaglo-makeup-stick-blush-xlsImpprod16731045"", ""https://www.ulta.com/p/megaglo-makeup-stick-pimprod2043772""]"
"i have oily skin, so i'm a bit nervous around cream contour, i can turn into a hot greasy mess pretty quickly. this isn't oily, which is great but it's a bit shimmery (not glitter shimmer though), which i wasn't really looking for and it's orange on me, i have the shade suede. i also doesn't last very long. honestly i'd say spend a bit more for a better one. i usually love l.a. girl products but this one failed",2,2,"[""https://www.ulta.com/p/velvet-contour-bronzer-stick-pimprod2040056"", ""https://www.ulta.com/p/velvet-contour-stick-blush-pimprod2040099""]"
i have only tried this but i like how it does make my makeup go on more smoothly.,2,2,"[""https://www.ulta.com/p/smooth-affair-facial-primer-brightener-pimprod2004113"", ""https://www.ulta.com/p/smooth-affair-mattifying-face-primer-pimprod2033620""]"
"i have overall dry skin and don't like to use foundation because how it accentuates my dry spots. i typically just use concealer. at first i thought this product was not meshing well with my concealer, but i put the primer on after letting my face lotion and sunscreen dry and then let the primer dry down (abt 5 min) and it looks amazing. it does seem to be better for dry skin and not oily. i dont use the whole 2 pumps, maybe 1.5, and it's lasted quite a while for me.",2,2,"[""https://www.ulta.com/p/blurring-moisturizing-filter-primer-pimprod2024916"", ""https://www.ulta.com/p/supersize-blurring-moisturizing-filter-primer-pimprod2024917""]"
"i have red, oily skin that gets irritated easily (especially with cheap products), but my skin likes this stuff. it's very light and has never caused me any breakouts. my skin looks better with this stuff even without putting makeup on top of it - definitely smoother and blurred. it doesn't have the best staying power ever, but i only use it when i apply makeup in the afternoon/night since i use an spf primer during the day, so it is fine for just lasting through the night. for the price, this primer can't be beat",3,3,"[""https://www.ulta.com/p/facestudio-master-prime-blur-pore-minimize-primer-xlsImpprod18351169"", ""https://www.ulta.com/p/facestudio-master-prime-blur-redness-control-primer-xlsImpprod11861005"", ""https://www.ulta.com/p/facestudio-master-prime-blur-smooth-primer-xlsImpprod11861001""]"
"i have repurchased this 3 times. it has medium coverage and can be layered up to get a fuller coverage. it's a good base for other cream products/concealers. no smell, doesn't irritate my sensitive skin. it will come off your face when blowing your nose, making out lol, so a good setting spray is necessary. powder products should be pressed into the skin instead of brushed to prevent unwanted texture. but otherwise it's beautiful and i will continue to buy. i can use my hands to press it in or a brush or a beauty sponge. it is worth a try in you want a lighter feeling foundation.",2,2,"[""https://www.ulta.com/p/halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-pimprod2016307"", ""https://www.ulta.com/p/mini-halo-healthy-glow-tinted-moisturizer-broad-spectrum-spf-25-pimprod2033372""]"
"i have rosacea and all the fun skin sensitivities that come with it. this evens out my tone, neutralizes redness, and feels amazing. unlike most primers i've tried it doesn't make my skin oily and doesn't feel so ""grippy"" that i can't blend out my foundation easily. this is now the only all over face primer i will use. (i use ulta brand's eyeshadow primer in champagne and i can't say enough good things about it either!)",2,2,"[""https://www.ulta.com/p/one-step-correct-brightening-correcting-primer-xlsImpprod2390219"", ""https://www.ulta.com/p/travel-size-one-step-correct-brightening-correcting-primer-xlsImpprod16451215""]"
